index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Category,Category1,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1,Alpha
3522,11553288,22,115554,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,4,237,0.9,32.0,0.3191489361702128,48.0,0.484375,0.5,UP,UP,1.0,0.90625,0.2916666666666667,0.0015479876160990613,15,0.004180913251655786,70
3526,11553288,24,115554,Absent,62,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,1,0,0,-6,38,Unicorn_Absent,-1,-1.0,0,231,0.7625,38.0,0.42857142857142855,64.0,0.484375,0.40625,RS,RS,0.0061027272741740034,0.9,0.3191489361702128,0.484375,16,1.0,70
3528,11553288,25,115554,Absent,29,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,32,0,Unicorn_Absent,-1,-1.0,0,263,1.0,26.0,0.3333333333333333,26.0,0.0,0.40625,RS,RS,0.0061027272741740034,0.7625,0.42857142857142855,0.484375,38,0.0061027272741740034,70
3530,11553288,26,115554,Absent,29,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,32,0,Unicorn_Absent,-1,-1.0,0,295,1.0,26.0,1.0,26.0,0.0,0.40625,RS,RS,0.0061027272741740034,1.0,0.3333333333333333,0.0,0,0.0061027272741740034,70
3532,11553288,27,115554,Absent,29,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,32,0,Unicorn_Absent,-1,-1.0,0,327,1.0,26.0,1.0,26.0,1.0,0.40625,RS,RS,0.0061027272741740034,1.0,1.0,0.0,0,0.0061027272741740034,70
3536,11553288,29,115554,Absent,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,29,3,Unicorn_Absent,-1,-1.0,0,356,0.98125,6.0,0.03225806451612903,31.0,1.0,0.4375,RS,RS,0.08633762966036206,1.0,1.0,1.0,0,0.0061027272741740034,70
3546,11553288,34,115554,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,388,1.0,0.0,0.0,32.0,0.2857142857142857,0.5,NOTHING,NOTHING,1.0,0.98125,0.03225806451612903,1.0,3,0.08633762966036206,70
3552,11553288,37,115554,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,23,9,Unicorn_Absent,-1,-1.0,7,411,0.94375,36.0,0.0,47.0,0.2857142857142857,0.59375,IN,IN,1.0,1.0,0.0,0.2857142857142857,0,1.0,70
3556,11553288,39,115554,Absent,41,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,16,16,Unicorn_Absent,-1,-1.0,0,427,0.9,29.0,0.3,48.0,0.7083333333333333,0.5,RS,RS,0.005537830714382473,0.94375,0.0,0.2857142857142857,9,1.0,70
3558,11553288,40,115554,Absent,40,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,23,9,Unicorn_Absent,-1,-1.0,0,450,0.94375,29.0,0.3181818181818182,46.0,0.7083333333333333,0.578125,RS,RS,0.004584084770106734,0.9,0.3,0.7083333333333333,16,0.005537830714382473,70
3564,11553288,43,115554,Absent,44,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,17,15,Unicorn_Absent,-1,-1.0,0,467,0.90625,33.0,0.3191489361702128,54.0,0.014184397163120532,0.609375,RS,RS,0.006737946999085467,0.94375,0.3181818181818182,0.7083333333333333,9,0.004584084770106734,70
3568,11553288,45,115554,Absent,53,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1,-6,38,Unicorn_Absent,-1,-1.0,0,461,0.7625,38.0,0.42,64.0,0.014184397163120532,0.40625,RS,RS,0.007454186295369829,0.90625,0.3191489361702128,0.014184397163120532,15,0.006737946999085467,70
3576,11553288,49,115554,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1.0,7,485,0.95,36.0,0.5102040816326531,40.0,0.07142857142857145,0.5,IN,IN,1.0,0.7625,0.42,0.014184397163120532,38,0.007454186295369829,70
3580,11553288,51,115554,Absent,44,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,0,1,17,15,Unicorn_Absent,-1,-1.0,0,502,0.90625,34.0,0.37254901960784315,47.0,0.07142857142857145,0.5,RS,RS,0.0061027272741740034,0.95,0.5102040816326531,0.07142857142857145,8,1.0,70
3582,11553288,52,115554,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,21,11,Unicorn_Absent,-1,-1.0,5,523,0.93125,32.0,0.2692307692307692,43.0,0.3333333333333333,0.5,LEFT,LEFT,1.0,0.90625,0.37254901960784315,0.07142857142857145,15,0.0061027272741740034,70
3584,11553288,53,115554,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,523,0.8,64.0,0.5,64.0,0.3333333333333333,0.5,ALL,ALL,1.0,0.93125,0.2692307692307692,0.3333333333333333,11,1.0,70
3586,11553288,54,115554,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,12,20,Unicorn_Absent,-1,-1.0,5,535,0.875,32.0,0.5,44.0,0.0,0.375,LEFT,LEFT,1.0,0.8,0.5,0.3333333333333333,32,1.0,70
3590,11553288,56,115554,Absent,22,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,557,0.9375,19.0,0.21428571428571427,41.0,0.0,0.484375,RS,RS,0.012792465124422179,0.875,0.5,0.0,20,1.0,70
3592,11553288,57,115554,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,21,11,Unicorn_Absent,-1,-1.0,5,578,0.93125,32.0,0.21428571428571427,46.0,0.0,0.546875,LEFT,LEFT,1.0,0.9375,0.21428571428571427,0.0,10,0.012792465124422179,70
3594,11553288,58,115554,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,21,Unicorn_Absent,-1,-1.0,3,589,0.86875,32.0,0.3333333333333333,50.0,0.0,0.453125,DOWN,DOWN,1.0,0.93125,0.21428571428571427,0.0,11,1.0,70
3598,11553288,60,115554,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,621,1.0,0.0,0.0,12.0,0.03225806451612903,0.1875,NOTHING,NOTHING,1.0,0.86875,0.3333333333333333,0.0,21,1.0,70
3491,11553288,6,328832,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,14,Unicorn_Absent,-1,-1.0,3,18,0.9125,32.0,1.0,53.0,0.03225806451612903,0.609375,DOWN,DOWN,1.0,,,,,,70
3493,11553288,7,328832,Absent,5,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1.0,9,47,0.98125,5.0,0.027777777777777776,27.0,0.2,0.375,RS,RS,0.10687792566038574,0.9125,1.0,0.03225806451612903,14,1.0,70
3499,11553288,10,328832,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,14,18,Unicorn_Absent,-1,-1.0,5,61,0.8875,32.0,0.08823529411764706,50.0,0.2,0.5,LEFT,LEFT,1.0,0.98125,0.027777777777777776,0.2,3,0.10687792566038574,70
3503,11553288,12,328832,Absent,31,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,26,6,Unicorn_Absent,-1,-1.0,9,87,0.9625,24.0,0.3023255813953488,34.0,0.08333333333333333,0.4375,RS,RS,0.007454186295369829,0.8875,0.08823529411764706,0.2,18,1.0,70
3505,11553288,13,328832,Absent,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,24,8,Unicorn_Absent,-1,-1.0,9,111,0.95,18.0,0.23529411764705882,41.0,0.08333333333333333,0.515625,RS,RS,0.01436959609043909,0.9625,0.3023255813953488,0.08333333333333333,6,0.007454186295369829,70
3511,11553288,16,328832,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,143,1.0,0.0,0.0,64.0,0.04999999999999999,1.0,NOTHING,NOTHING,1.0,0.95,0.23529411764705882,0.08333333333333333,8,0.01436959609043909,70
3513,11553288,17,328832,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,175,1.0,0.0,1.0,64.0,0.04999999999999999,1.0,NOTHING,NOTHING,1.0,1.0,0.0,0.04999999999999999,0,1.0,70
3515,11553288,18,328832,Absent,23,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,13,19,Unicorn_Absent,-1,-1.0,9,188,0.88125,19.0,0.0,64.0,0.04734848484848486,0.703125,RS,RS,0.012792465124422179,1.0,1.0,0.04999999999999999,0,1.0,70
3517,11553288,19,328832,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,4,204,0.9,32.0,0.21428571428571427,48.0,0.04734848484848486,0.5,UP,UP,1.0,0.88125,0.0,0.04734848484848486,19,0.012792465124422179,70
3521,11553288,21,328832,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,Unicorn_Absent,-1,-1.0,4,221,0.90625,32.0,1.0,47.0,0.0,0.5,UP,UP,1.0,0.9,0.21428571428571427,0.04734848484848486,16,1.0,70
3523,11553288,22,328832,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,5,237,0.9,32.0,0.3333333333333333,48.0,0.0,0.5,LEFT,LEFT,1.0,0.90625,1.0,0.0,15,1.0,70
3527,11553288,24,328832,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6,38,Unicorn_Absent,-1,-1.0,1,231,0.7625,64.0,0.5,64.0,0.14250000000000002,0.40625,ALL,ALL,1.0,0.9,0.3333333333333333,0.0,16,1.0,70
3529,11553288,25,328832,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,263,1.0,0.0,0.0,26.0,0.14250000000000002,0.40625,NOTHING,NOTHING,1.0,0.7625,0.5,0.14250000000000002,38,1.0,70
3531,11553288,26,328832,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,295,1.0,0.0,1.0,26.0,0.3227040816326531,0.40625,NOTHING,NOTHING,1.0,1.0,0.0,0.14250000000000002,0,1.0,70
3533,11553288,27,328832,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,327,1.0,0.0,1.0,26.0,0.3227040816326531,0.40625,NOTHING,NOTHING,1.0,1.0,1.0,0.3227040816326531,0,1.0,70
3537,11553288,29,328832,Absent,38,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,29,3,Unicorn_Absent,-1,-1.0,9,356,0.98125,28.0,0.0,31.0,0.26143790849673204,0.4375,RS,RS,0.007454186295369829,1.0,1.0,0.3227040816326531,0,1.0,70
3547,11553288,34,328832,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,388,1.0,32.0,0.2,32.0,0.26143790849673204,0.5,LEFT,LEFT,1.0,0.98125,0.0,0.26143790849673204,3,0.007454186295369829,70
3553,11553288,37,328832,Absent,24,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,23,9,Unicorn_Absent,-1,-1.0,9,411,0.94375,20.0,0.08333333333333333,47.0,0.049718574108818,0.59375,RS,RS,0.01142289099346694,1.0,0.2,0.26143790849673204,0,1.0,70
3557,11553288,39,328832,Absent,46,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,16,16,Unicorn_Absent,-1,-1.0,9,427,0.9,35.0,0.25,48.0,0.049718574108818,0.5,RS,RS,0.005537830714382473,0.94375,0.08333333333333333,0.049718574108818,9,0.01142289099346694,70
3559,11553288,40,328832,Absent,39,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,23,9,Unicorn_Absent,-1,-1.0,9,450,0.94375,26.0,0.2708333333333333,46.0,0.2727272727272727,0.578125,RS,RS,0.0061027272741740034,0.9,0.25,0.049718574108818,16,0.005537830714382473,70
3565,11553288,43,328832,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,17,15,Unicorn_Absent,-1,-1.0,7,467,0.90625,36.0,0.3191489361702128,54.0,0.2727272727272727,0.609375,IN,IN,1.0,0.94375,0.2708333333333333,0.2727272727272727,9,0.0061027272741740034,70
3569,11553288,45,328832,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6,38,Unicorn_Absent,-1,-1.0,1,461,0.7625,64.0,0.5625,64.0,0.21999999999999997,0.40625,ALL,ALL,1.0,0.90625,0.3191489361702128,0.2727272727272727,15,1.0,70
3577,11553288,49,328832,Absent,14,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,24,8,Unicorn_Absent,-1,-1.0,9,485,0.95,12.0,0.1875,40.0,0.21999999999999997,0.5,RS,RS,0.03130111324493289,0.7625,0.5625,0.21999999999999997,38,1.0,70
