index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,Category1,RegionGo,indice,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Similarity,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Similarity_LAG1
4234,69259087,35,692558,Absent,51,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,-6,38,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,4234,266,0.7625,38.0,0.24489795918367346,64.0,0.25510204081632654,0.40625,0.0061027272741740034,0.93125,0.0,0.2558139534883721,11,0.008264124158046258
4235,69259087,36,692558,Absent,54,1,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,15,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,4235,281,0.89375,38.0,0.4339622641509434,53.0,0.06603773584905659,0.5625,0.0061027272741740034,0.7625,0.24489795918367346,0.25510204081632654,38,0.0061027272741740034
4236,69259087,37,692558,Absent,17,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,25,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,4236,306,0.95625,15.0,0.2619047619047619,40.0,0.7380952380952381,0.515625,0.020796234419099814,0.89375,0.4339622641509434,0.06603773584905659,17,0.0061027272741740034
4238,69259087,39,692558,Absent,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,4238,337,0.99375,7.0,0.1,19.0,0.024999999999999994,0.28125,0.07095202666684558,0.95625,0.2619047619047619,0.7380952380952381,7,0.020796234419099814
4240,69259087,41,692558,Absent,40,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,4240,363,0.9625,28.0,0.12903225806451613,35.0,0.08903225806451612,0.453125,0.0061027272741740034,0.99375,0.1,0.024999999999999994,1,0.07095202666684558
4241,69259087,42,692558,Absent,18,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,4241,388,0.95625,16.0,0.1891891891891892,31.0,0.022522522522522542,0.375,0.01831563888873418,0.9625,0.12903225806451613,0.08903225806451612,6,0.0061027272741740034
4244,69259087,45,692558,Absent,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,4244,415,0.96875,9.0,0.08695652173913043,43.0,0.15794143744454303,0.59375,0.049787068367863944,0.95625,0.1891891891891892,0.022522522522522542,7,0.01831563888873418
4247,69259087,48,692558,Absent,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,4247,446,0.99375,4.0,0.0,21.0,0.26666666666666666,0.3125,0.1353352832366127,0.96875,0.08695652173913043,0.15794143744454303,5,0.049787068367863944
4248,69259087,49,692558,Absent,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,ALL,4248,468,0.9375,16.0,0.0,38.0,0.28205128205128205,0.4375,0.01831563888873418,0.99375,0.0,0.26666666666666666,1,0.1353352832366127
4250,69259087,51,692558,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-32,64,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,ALL,4250,436,0.6,64.0,0.25,64.0,0.25,0.0,1.0,0.9375,0.0,0.28205128205128205,10,0.01831563888873418
4252,69259087,53,692558,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,RS,4252,436,0.8,64.0,1.0,64.0,0.5,0.5,1.0,0.6,0.25,0.25,64,1.0
4256,69259087,57,692558,Absent,33,1,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,20,12,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,UP,4256,456,0.925,23.0,0.359375,44.0,0.005208333333333315,0.5,0.008264124158046258,0.8,1.0,0.5,32,1.0
4257,69259087,58,692558,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,UP,RS,4257,476,0.925,32.0,0.34146341463414637,44.0,0.12869745718733785,0.5,1.0,0.925,0.359375,0.005208333333333315,12,0.008264124158046258
4258,69259087,59,692558,Absent,46,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,15,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,,4258,491,0.89375,35.0,0.3958333333333333,41.0,0.15899122807017543,0.375,0.005537830714382473,0.925,0.34146341463414637,0.12869745718733785,12,1.0
4267,69259087,8,908702,Absent,42,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,1,13,19,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,4267,28,0.88125,33.0,0.05263157894736842,48.0,0.1473684210526316,0.453125,0.006737946999085467,,,,,
4268,69259087,9,908702,Absent,28,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4268,49,0.93125,22.0,0.30952380952380953,49.0,0.13047619047619047,0.59375,0.009182867495108389,0.88125,0.05263157894736842,0.1473684210526316,19,0.006737946999085467
4272,69259087,13,908702,Absent,30,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,23,9,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,4272,72,0.94375,22.0,0.2571428571428571,45.0,0.17142857142857143,0.5625,0.009182867495108389,0.93125,0.30952380952380953,0.13047619047619047,11,0.009182867495108389
4273,69259087,14,908702,Absent,25,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,10,22,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4273,82,0.8625,22.0,0.1282051282051282,64.0,0.3717948717948718,0.65625,0.009182867495108389,0.94375,0.2571428571428571,0.17142857142857143,9,0.009182867495108389
4278,69259087,19,908702,Absent,25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,23,9,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4278,105,0.94375,20.0,0.2,35.0,0.175,0.40625,0.01142289099346694,0.8625,0.1282051282051282,0.3717948717948718,22,0.009182867495108389
4280,69259087,21,908702,Absent,38,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,24,8,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4280,129,0.95,28.0,0.2,42.0,0.043243243243243246,0.53125,0.007454186295369829,0.94375,0.2,0.175,9,0.01142289099346694
4282,69259087,23,908702,Absent,49,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,4282,161,1.0,32.0,0.30434782608695654,32.0,0.30434782608695654,0.5,0.007454186295369829,0.95,0.2,0.043243243243243246,8,0.007454186295369829
4283,69259087,24,908702,Absent,44,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,4283,193,1.0,31.0,0.3695652173913043,31.0,0.6304347826086957,0.484375,0.005537830714382473,1.0,0.30434782608695654,0.30434782608695654,0,0.007454186295369829
4284,69259087,25,908702,Absent,31,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4284,225,1.0,26.0,0.26666666666666666,26.0,0.7333333333333334,0.40625,0.0061027272741740034,1.0,0.3695652173913043,0.6304347826086957,0,0.005537830714382473
4286,69259087,27,908702,Absent,56,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,-5,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4286,220,0.76875,41.0,0.3673469387755102,41.0,0.6326530612244898,0.640625,0.008264124158046258,1.0,0.26666666666666666,0.7333333333333334,0,0.0061027272741740034
4290,69259087,31,908702,Absent,32,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,4290,251,0.99375,22.0,0.3125,22.0,0.3125,0.328125,0.009182867495108389,0.76875,0.3673469387755102,0.6326530612244898,0,0.008264124158046258
4291,69259087,32,908702,Absent,42,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,ALL,4291,272,0.93125,32.0,0.2558139534883721,44.0,0.2558139534883721,0.515625,0.005034190088132767,0.99375,0.3125,0.3125,1,0.009182867495108389
4294,69259087,35,908702,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6,38,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,ALL,UP,4294,266,0.7625,64.0,0.5,64.0,0.25510204081632654,0.40625,1.0,0.93125,0.2558139534883721,0.2558139534883721,11,0.005034190088132767
4295,69259087,36,908702,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,17,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,UP,UP,4295,281,0.89375,32.0,0.5,53.0,0.06603773584905659,0.5625,1.0,0.7625,0.5,0.25510204081632654,38,1.0
4296,69259087,37,908702,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,UP,UP,RS,4296,306,0.95625,32.0,1.0,40.0,0.7380952380952381,0.515625,1.0,0.89375,0.5,0.06603773584905659,17,1.0
4298,69259087,39,908702,Absent,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,31,1,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4298,337,0.99375,13.0,0.125,19.0,0.024999999999999994,0.28125,0.02717246117223556,0.95625,1.0,0.7380952380952381,7,1.0
4300,69259087,41,908702,Absent,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,26,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,4300,363,0.9625,13.0,0.04,35.0,0.08903225806451612,0.453125,0.02717246117223556,0.99375,0.125,0.024999999999999994,1,0.02717246117223556
4301,69259087,42,908702,Absent,24,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,25,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4301,388,0.95625,22.0,0.16666666666666666,31.0,0.022522522522522542,0.375,0.009182867495108389,0.9625,0.04,0.08903225806451612,6,0.02717246117223556
4304,69259087,45,908702,Absent,61,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,27,5,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,RS,4304,415,0.96875,39.0,0.24489795918367346,43.0,0.15794143744454303,0.59375,0.006737946999085467,0.95625,0.16666666666666666,0.022522522522522542,7,0.009182867495108389
4307,69259087,48,908702,Absent,19,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,31,1,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,4307,446,0.99375,18.0,0.26666666666666666,21.0,0.26666666666666666,0.3125,0.01436959609043909,0.96875,0.24489795918367346,0.15794143744454303,5,0.006737946999085467
4308,69259087,49,908702,Absent,39,1,1,0,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,22,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,ALL,4308,468,0.9375,32.0,0.28205128205128205,38.0,0.28205128205128205,0.4375,0.005034190088132767,0.99375,0.26666666666666666,0.26666666666666666,1,0.01436959609043909
4310,69259087,51,908702,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-32,64,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,ALL,DOWN,4310,436,0.6,64.0,0.5,64.0,0.25,0.0,1.0,0.9375,0.28205128205128205,0.28205128205128205,10,0.005034190088132767
4312,69259087,53,908702,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,DOWN,DOWN,RS,4312,436,0.8,32.0,0.5,64.0,0.5,0.5,1.0,0.6,0.5,0.25,64,1.0
4316,69259087,57,908702,Absent,49,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,20,12,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,4316,456,0.925,33.0,0.3541666666666667,44.0,0.005208333333333315,0.5,0.004584084770106734,0.8,0.5,0.5,32,1.0
4317,69259087,58,908702,Absent,31,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,20,12,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,RS,RS,4317,476,0.925,24.0,0.2127659574468085,44.0,0.12869745718733785,0.5,0.007454186295369829,0.925,0.3541666666666667,0.005208333333333315,12,0.004584084770106734
4318,69259087,59,908702,Absent,26,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15,17,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,RS,,4318,491,0.89375,23.0,0.23684210526315788,41.0,0.15899122807017543,0.375,0.008264124158046258,0.925,0.2127659574468085,0.12869745718733785,12,0.007454186295369829
4324,69777437,5,697760,Absent,46,1,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,18,14,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,UP,4324,40,0.9125,32.0,0.1951219512195122,45.0,0.013303769401330379,0.484375,0.0061027272741740034,,,,,
4328,69777437,9,697760,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,UP,UP,RS,4328,70,0.9875,32.0,0.391304347826087,39.0,0.3003952569169961,0.578125,1.0,0.9125,0.1951219512195122,0.013303769401330379,14,0.0061027272741740034
4329,69777437,10,697760,Absent,41,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,15,17,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RIGHT,4329,85,0.89375,28.0,0.3333333333333333,45.0,0.20175438596491227,0.4375,0.005034190088132767,0.9875,0.391304347826087,0.3003952569169961,2,1.0
4331,69777437,12,697760,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,29,3,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,RIGHT,NOTHING,4331,114,0.98125,32.0,0.3333333333333333,36.0,0.19444444444444442,0.515625,1.0,0.89375,0.3333333333333333,0.20175438596491227,17,0.005034190088132767
4332,69777437,13,697760,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,NOTHING,NOTHING,4332,146,1.0,0.0,0.0,19.0,0.04,0.296875,1.0,0.98125,0.3333333333333333,0.19444444444444442,3,1.0
4333,69777437,14,697760,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,NOTHING,RS,4333,141,0.76875,0.0,1.0,29.0,0.6666666666666667,0.453125,1.0,1.0,0.0,0.04,0,1.0
4337,69777437,18,697760,Absent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,4337,173,1.0,1.0,0.0,1.0,0.0,0.015625,0.36787944117144233,0.76875,1.0,0.6666666666666667,0,1.0
4338,69777437,19,697760,Absent,23,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RS,4338,205,1.0,16.0,0.0,16.0,1.0,0.25,0.01831563888873418,1.0,0.0,0.0,0,0.36787944117144233
4339,69777437,20,697760,Absent,17,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,RS,RIGHT,4339,237,1.0,13.0,0.20833333333333334,13.0,0.7916666666666666,0.203125,0.02717246117223556,1.0,0.0,1.0,0,0.01831563888873418
4340,69777437,21,697760,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,-64,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,RIGHT,RS,4340,173,0.4,32.0,0.046511627906976744,32.0,0.9534883720930233,0.5,1.0,1.0,0.20833333333333334,0.7916666666666666,0,0.02717246117223556
4342,69777437,23,697760,Absent,43,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,21,11,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,RS,RS,4342,194,0.93125,28.0,0.30434782608695654,43.0,0.30434782608695654,0.5,0.005034190088132767,0.4,0.046511627906976744,0.9534883720930233,0,1.0
