level_0,index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,RegionGo
12830,0,5200184627,51,846273,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,12830,0,26.201268357810413,32.0,571,1.0,0,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,NOTHING
12832,0,5200184627,53,846273,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,12832,0,26.201268357810413,26.201268357810413,603,1.0,0,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,NOTHING
12833,0,5200184627,54,846273,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,12833,0,26.201268357810413,32.0,635,1.0,0,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,NOTHING
12838,0,5200184627,59,846273,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,12838,0,26.201268357810413,32.0,667,1.0,0,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,
12843,0,5201997714,4,520195,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,8,Unicorn_Absent,OUT,12843,0,26.201268357810413,26.201268357810413,64,1.0,28,1.0,28.0,0.0,0.4375,,,,,OUT
12844,0,5201997714,5,520195,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,-34,0,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,OUT,12844,0,26.201268357810413,-34.333333333333336,30,0.5875,28,1.0,28.0,0.0,0.4375,1.0,1.0,0.0,0.0,RS
12848,0,5201997714,9,520195,Absent,26,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,8,24,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,12848,0,26.201268357810413,-15.2,38,0.85,24,0.2682926829268293,64.0,0.2682926829268293,0.625,0.5875,1.0,0.0,0.0,NOTHING
12854,0,5201997714,15,520195,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,12854,0,26.201268357810413,-64.0,-26,0.4,0,0.0,28.0,0.4375,0.4375,0.85,0.2682926829268293,0.2682926829268293,24.0,DOWN
12857,0,5201997714,18,520195,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,21,11,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,12857,0,26.201268357810413,26.201268357810413,-5,0.93125,32,0.0,36.0,0.16216216216216217,0.390625,0.4,0.0,0.4375,0.0,NOTHING
12858,0,5201997714,19,520195,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,12858,0,26.201268357810413,26.201268357810413,27,1.0,0,0.0,33.0,0.2,0.515625,0.93125,0.0,0.16216216216216217,11.0,NOTHING
12859,0,5201997714,20,520195,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,12859,0,26.201268357810413,-0.3333333333333333,27,0.8,0,1.0,41.0,0.6545454545454545,0.640625,1.0,0.0,0.2,0.0,RS
12863,0,5201997714,24,520195,Absent,39,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,16,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,12863,0,26.201268357810413,17.5,43,0.9,30,0.0,47.0,0.37037037037037035,0.484375,0.8,1.0,0.6545454545454545,0.0,RS
12866,0,5201997714,27,520195,Absent,35,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,16,16,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,RS,12866,0,26.201268357810413,26.201268357810413,59,0.9,29,0.3111111111111111,46.0,0.6888888888888889,0.46875,0.9,0.0,0.37037037037037035,16.0,DOWN
12867,0,5201997714,28,520195,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,DOWN,12867,0,26.201268357810413,26.201268357810413,59,0.8,32,0.35555555555555557,64.0,0.16006944444444443,0.5,0.9,0.3111111111111111,0.6888888888888889,16.0,RS
12868,0,5201997714,29,520195,Absent,21,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,0,Unicorn_Present,RS,12868,0,26.201268357810413,-21.0,84,0.95625,20,0.18181818181818182,24.0,0.009943181818181823,0.265625,0.8,0.35555555555555557,0.16006944444444443,32.0,NOTHING
12871,0,5201997714,32,520195,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,12871,0,26.201268357810413,26.201268357810413,116,1.0,0,0.0,0.0,0.0,0.0,0.95625,0.18181818181818182,0.009943181818181823,7.0,NOTHING
12872,0,5201997714,33,520195,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,12872,0,26.201268357810413,-16.0,100,0.7,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,LEFT
12875,0,5201997714,36,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,12875,0,26.201268357810413,32.0,132,1.0,32,0.0,64.0,0.0,1.0,0.7,1.0,0.0,0.0,LEFT
12877,0,5201997714,38,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,12877,0,26.201268357810413,26.201268357810413,164,1.0,32,1.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,LEFT
12878,0,5201997714,39,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,12878,0,26.201268357810413,32.0,196,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12882,0,5201997714,43,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,12882,0,26.201268357810413,26.201268357810413,228,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12883,0,5201997714,44,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,12883,0,26.201268357810413,32.0,260,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12885,0,5201997714,46,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,12885,0,26.201268357810413,26.201268357810413,292,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12886,0,5201997714,47,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,12886,0,26.201268357810413,32.0,324,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12888,0,5201997714,49,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,12888,0,26.201268357810413,32.0,356,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12891,0,5201997714,52,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,12891,0,26.201268357810413,26.201268357810413,388,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12892,0,5201997714,53,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,12892,0,26.201268357810413,26.201268357810413,420,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12893,0,5201997714,54,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,12893,0,26.201268357810413,32.0,452,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12895,0,5201997714,56,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,12895,0,26.201268357810413,32.0,484,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12897,0,5201997714,58,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Absent,LEFT,12897,0,26.201268357810413,26.201268357810413,516,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,LEFT
12898,0,5201997714,59,520195,Absent,32,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,5,Unicorn_Present,LEFT,12898,0,26.201268357810413,32.0,548,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,
12903,0,5201997714,4,977149,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,12903,0,26.201268357810413,26.201268357810413,64,1.0,0,1.0,28.0,0.0,0.4375,,,,,NOTHING
12904,0,5201997714,5,977149,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-34,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,12904,0,26.201268357810413,-34.333333333333336,30,0.5875,0,1.0,28.0,0.0,0.4375,1.0,1.0,0.0,0.0,ALL
12908,0,5201997714,9,977149,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,24,Unicorn_Absent,-1,-1.0,1,Unicorn_Present,ALL,12908,0,26.201268357810413,-15.2,38,0.85,64,0.0,64.0,0.2682926829268293,0.625,0.5875,1.0,0.0,0.0,RS
12914,0,5201997714,15,977149,Absent,41,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,-64,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,12914,0,26.201268357810413,-64.0,-26,0.4,28,0.4375,28.0,0.4375,0.4375,0.85,0.0,0.2682926829268293,24.0,RS
12917,0,5201997714,18,977149,Absent,20,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,21,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,12917,0,26.201268357810413,26.201268357810413,-5,0.93125,15,0.16216216216216217,36.0,0.16216216216216217,0.390625,0.4,0.4375,0.4375,0.0,RS
12918,0,5201997714,19,977149,Absent,46,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,32,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,12918,0,26.201268357810413,26.201268357810413,27,1.0,33,0.2,33.0,0.2,0.515625,0.93125,0.16216216216216217,0.16216216216216217,11.0,RS
12919,0,5201997714,20,977149,Absent,60,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,12919,0,26.201268357810413,-0.3333333333333333,27,0.8,41,0.34545454545454546,41.0,0.6545454545454545,0.640625,1.0,0.2,0.2,0.0,RS
12923,0,5201997714,24,977149,Absent,49,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,16,16,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,12923,0,26.201268357810413,17.5,43,0.9,33,0.37037037037037035,47.0,0.37037037037037035,0.484375,0.8,0.34545454545454546,0.6545454545454545,0.0,RS
12926,0,5201997714,27,977149,Absent,49,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,16,16,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,RS,12926,0,26.201268357810413,26.201268357810413,59,0.9,33,1.0,46.0,0.6888888888888889,0.46875,0.9,0.37037037037037035,0.37037037037037035,16.0,ALL
12927,0,5201997714,28,977149,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,32,Unicorn_Absent,-1,-1.0,1,Unicorn_Absent,ALL,12927,0,26.201268357810413,26.201268357810413,59,0.8,64,0.515625,64.0,0.16006944444444443,0.5,0.9,1.0,0.6888888888888889,16.0,RS
12928,0,5201997714,29,977149,Absent,12,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,RS,12928,0,26.201268357810413,-21.0,84,0.95625,11,0.171875,24.0,0.009943181818181823,0.265625,0.8,0.515625,0.16006944444444443,32.0,NOTHING
12931,0,5201997714,32,977149,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,NOTHING,12931,0,26.201268357810413,26.201268357810413,116,1.0,0,0.0,0.0,0.0,0.0,0.95625,0.171875,0.009943181818181823,7.0,NOTHING
12932,0,5201997714,33,977149,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-16,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,NOTHING,12932,0,26.201268357810413,-16.0,100,0.7,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,RIGHT
12935,0,5201997714,36,977149,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,12935,0,26.201268357810413,32.0,132,1.0,32,0.0,64.0,0.0,1.0,0.7,1.0,0.0,0.0,RIGHT
12937,0,5201997714,38,977149,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,12937,0,26.201268357810413,26.201268357810413,164,1.0,32,1.0,64.0,0.0,1.0,1.0,0.0,0.0,0.0,RIGHT
12938,0,5201997714,39,977149,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,12938,0,26.201268357810413,32.0,196,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,RIGHT
12942,0,5201997714,43,977149,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,12942,0,26.201268357810413,26.201268357810413,228,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,RIGHT
12943,0,5201997714,44,977149,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,12943,0,26.201268357810413,32.0,260,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,RIGHT
12945,0,5201997714,46,977149,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,12945,0,26.201268357810413,26.201268357810413,292,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,RIGHT
12946,0,5201997714,47,977149,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,12946,0,26.201268357810413,32.0,324,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,RIGHT
12948,0,5201997714,49,977149,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Present,RIGHT,12948,0,26.201268357810413,32.0,356,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,RIGHT
12951,0,5201997714,52,977149,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,32,0,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,RIGHT,12951,0,26.201268357810413,26.201268357810413,388,1.0,32,1.0,64.0,0.0,1.0,1.0,1.0,0.0,0.0,RIGHT
