index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Is_there_LEAD,Ac_Score,Norm_Score,Joint_LAG1,Category,indice,Cambio,avScGrpUniPresent,avScGrpUniPresent_LEAD,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Score_LAG1,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Category_LAG1,RegionGo,RegionGo2
3778,5847190274,59,584712,Absent,28,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,22.0,10,Unicorn_Absent,-1,-1.0,0,Unicorn_Absent,524,0.9375,30.0,RS,3778,0,22.0,16.0,22,0.34375,41,0.032638888888888884,0.484375,2.0,0.8125,0.40625,0.11356707317073172,ALL,RIGHT,
3779,5847190274,60,584712,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,6,,540,0.9,10.0,RIGHT,3779,0,16.0,,32,0.17391304347826086,48,0.09692028985507245,0.5,22.0,0.9375,0.34375,0.032638888888888884,RS,,
3781,5847190274,2,902742,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,8,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,56,0.95,0.0,UP,3781,0,24.0,32.0,32,,41,,0.515625,,,,,,NOTHING,NOTHING
3782,5847190274,3,902742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,88,1.0,8.0,NOTHING,3782,0,32.0,32.0,0,0.0,15,0.14285714285714285,0.234375,24.0,0.95,,,UP,NOTHING,RS
3783,5847190274,4,902742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.0,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,120,1.0,0.0,NOTHING,3783,0,32.0,-5.0,0,1.0,30,0.75,0.46875,32.0,1.0,0.0,0.14285714285714285,NOTHING,RS,RS
3787,5847190274,8,902742,Absent,27,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,1,27.0,5,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,130,0.96875,5.0,RS,3787,0,27.0,3.0,25,0.0,33,0.22857142857142856,0.4375,-5.0,1.0,1.0,0.75,NOTHING,RS,UP
3788,5847190274,9,902742,Absent,41,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,3.0,29,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,133,0.81875,5.0,RS,3788,0,3.0,16.0,29,0.42105263157894735,64,0.21792763157894735,0.546875,27.0,0.96875,0.0,0.22857142857142856,RS,UP,RS
3789,5847190274,10,902742,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,149,0.9,29.0,UP,3789,0,16.0,-71.0,32,0.38636363636363635,48,0.11363636363636365,0.5,3.0,0.81875,0.42105263157894735,0.21792763157894735,RS,RS,UP
3793,5847190274,14,902742,Absent,28,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,25.0,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,-40,0.95625,8.0,RS,3793,0,25.0,16.0,22,0.2558139534883721,39,0.03842264914054602,0.5,16.0,0.9,0.38636363636363635,0.11363636363636365,UP,UP,RS
3794,5847190274,15,902742,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,-24,0.9,7.0,UP,3794,0,16.0,31.0,32,0.2558139534883721,47,0.05370985603543743,0.484375,25.0,0.95625,0.2558139534883721,0.03842264914054602,RS,RS,RS
3796,5847190274,17,902742,Absent,36,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,21.0,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,28,0.93125,1.0,RS,3796,0,21.0,22.0,25,0.2391304347826087,46,0.1012950971322849,0.546875,16.0,0.9,0.2558139534883721,0.05370985603543743,UP,RS,NOTHING
3797,5847190274,18,902742,Absent,38,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,22.0,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,50,0.9375,11.0,RS,3797,0,22.0,32.0,27,0.23809523809523808,46,0.05977710233029382,0.5625,21.0,0.93125,0.2391304347826087,0.1012950971322849,RS,NOTHING,RIGHT
3798,5847190274,19,902742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.0,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,82,1.0,10.0,NOTHING,3798,0,32.0,-64.0,0,0.0,32,0.35555555555555557,0.5,22.0,0.9375,0.23809523809523808,0.05977710233029382,RS,RIGHT,RS
3800,5847190274,21,902742,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,23.0,9,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,41,0.94375,0.0,RIGHT,3800,0,23.0,25.0,32,0.0,36,0.25,0.421875,-64.0,1.0,0.0,0.35555555555555557,NOTHING,RS,RS
3801,5847190274,22,902742,Absent,26,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,25.0,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,66,0.95625,9.0,RS,3801,0,25.0,-4.0,21,0.17777777777777778,35,0.11527777777777778,0.4375,23.0,0.94375,0.0,0.25,RIGHT,RS,RS
3811,5847190274,32,902742,Absent,32,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,23.0,9,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,47,0.94375,0.0,RS,3811,0,23.0,23.0,25,0.15,48,0.11190476190476192,0.609375,25.0,0.95625,0.17777777777777778,0.11527777777777778,RS,RS,RS
3812,5847190274,33,902742,Absent,30,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,23.0,9,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,70,0.94375,9.0,RS,3812,0,23.0,22.0,22,0.2702702702702703,44,0.16154791154791154,0.546875,23.0,0.94375,0.15,0.11190476190476192,RS,RS,RS
3813,5847190274,34,902742,Absent,42,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,22.0,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,92,0.9375,9.0,RS,3813,0,22.0,32.0,33,0.1702127659574468,45,0.00756501182033098,0.546875,23.0,0.94375,0.2702702702702703,0.16154791154791154,RS,RS,RS
3815,5847190274,36,902742,Absent,33,1,0,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,15.0,17,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,139,0.89375,0.0,RS,3815,0,15.0,28.0,26,0.3111111111111111,41,0.025396825396825418,0.375,22.0,0.9375,0.1702127659574468,0.00756501182033098,RS,RS,RS
3817,5847190274,38,902742,Absent,14,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27.0,5,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,194,0.96875,4.0,RS,3817,0,27.0,32.0,13,0.11428571428571428,30,0.2357142857142857,0.390625,15.0,0.89375,0.3111111111111111,0.025396825396825418,RS,RS,IN
3818,5847190274,39,902742,Absent,35,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,32.0,0,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,226,1.0,5.0,RS,3818,0,32.0,32.0,29,0.2727272727272727,29,0.2727272727272727,0.453125,27.0,0.96875,0.11428571428571428,0.2357142857142857,RS,IN,IN
3819,5847190274,40,902742,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,258,1.0,0.0,IN,3819,0,32.0,32.0,36,0.27450980392156865,36,0.7254901960784313,0.5625,32.0,1.0,0.2727272727272727,0.2727272727272727,RS,IN,IN
3820,5847190274,41,902742,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,290,1.0,0.0,IN,3820,0,32.0,32.0,36,1.0,36,0.0,0.5625,32.0,1.0,0.27450980392156865,0.7254901960784313,IN,IN,RS
3821,5847190274,42,902742,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-64.0,0,Unicorn_Absent,-1,-1.0,7,Unicorn_Present,322,1.0,0.0,IN,3821,0,32.0,-64.0,36,1.0,36,0.0,0.5625,32.0,1.0,1.0,0.0,IN,RS,RS
3823,5847190274,44,902742,Absent,27,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,8.0,24,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,266,0.85,0.0,RS,3823,0,8.0,19.0,24,0.30434782608695654,64,0.30434782608695654,0.625,-64.0,1.0,1.0,0.0,IN,RS,NOTHING
3824,5847190274,45,902742,Absent,38,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,19.0,13,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,285,0.91875,24.0,RS,3824,0,19.0,32.0,26,0.21951219512195122,47,0.3117378048780488,0.53125,8.0,0.85,0.30434782608695654,0.30434782608695654,RS,NOTHING,NOTHING
3825,5847190274,46,902742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Absent,317,1.0,13.0,NOTHING,3825,0,32.0,32.0,0,0.0,24,0.3181818181818182,0.375,19.0,0.91875,0.21951219512195122,0.3117378048780488,RS,NOTHING,RS
3826,5847190274,47,902742,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.0,0,Unicorn_Absent,-1,-1.0,2,Unicorn_Present,349,1.0,0.0,NOTHING,3826,0,32.0,-64.0,0,1.0,36,0.8,0.5625,32.0,1.0,0.0,0.3181818181818182,NOTHING,RS,DOWN
3828,5847190274,49,902742,Absent,36,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,23.0,9,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,308,0.94375,0.0,RS,3828,0,23.0,16.0,28,0.0,41,0.3488372093023256,0.5,-64.0,1.0,1.0,0.8,NOTHING,DOWN,IN
3829,5847190274,50,902742,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.0,16,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,324,0.9,9.0,DOWN,3829,0,16.0,14.0,32,0.30434782608695654,44,0.05434782608695654,0.4375,23.0,0.94375,0.0,0.3488372093023256,RS,IN,RS
3830,5847190274,51,902742,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,14.0,18,Unicorn_Absent,-1,-1.0,7,Unicorn_Present,338,0.8875,16.0,IN,3830,0,14.0,31.0,36,0.36,50,0.10999999999999999,0.5,16.0,0.9,0.30434782608695654,0.05434782608695654,DOWN,RS,DOWN
3832,5847190274,53,902742,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25.0,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,394,0.95625,1.0,RS,3832,0,25.0,32.0,23,0.37209302325581395,37,0.11018826135105203,0.46875,14.0,0.8875,0.36,0.10999999999999999,IN,DOWN,RS
3834,5847190274,55,902742,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,3,Unicorn_Absent,444,0.9125,0.0,DOWN,3834,0,18.0,25.0,32,0.27906976744186046,46,0.13953488372093023,0.5,25.0,0.95625,0.37209302325581395,0.11018826135105203,RS,RS,RS
3835,5847190274,56,902742,Absent,31,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,25.0,7,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,469,0.95625,14.0,RS,3835,0,25.0,31.0,23,0.34146341463414637,42,0.00853658536585361,0.546875,18.0,0.9125,0.27906976744186046,0.13953488372093023,DOWN,RS,RS
3837,5847190274,58,902742,Absent,37,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,2.0,30,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,502,0.8125,1.0,RS,3837,0,2.0,22.0,30,0.2926829268292683,64,0.11356707317073172,0.53125,25.0,0.95625,0.34146341463414637,0.00853658536585361,RS,RS,UP
3838,5847190274,59,902742,Absent,38,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,22.0,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,524,0.9375,30.0,RS,3838,0,22.0,16.0,29,0.3111111111111111,41,0.032638888888888884,0.484375,2.0,0.8125,0.2926829268292683,0.11356707317073172,RS,UP,
3839,5847190274,60,902742,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16,Unicorn_Absent,-1,-1.0,4,,540,0.9,10.0,UP,3839,0,16.0,,32,0.2708333333333333,48,0.09692028985507245,0.5,22.0,0.9375,0.3111111111111111,0.032638888888888884,RS,,
3840,5930917116,1,171162,Absent,35,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,24.0,8,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,24,0.95,,RS,3840,0,24.0,22.0,29,,40,,0.5,,,,,,RS,IN
3841,5930917116,2,171162,Absent,26,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,22.0,10,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,46,0.9375,8.0,RS,3841,0,22.0,-16.0,22,0.10869565217391304,38,0.045150501672240814,0.4375,24.0,0.95,,,RS,IN,RS
3844,5930917116,5,171162,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,22.0,10,Unicorn_Absent,-1,-1.0,7,Unicorn_Absent,35,0.9375,1.0,IN,3844,0,22.0,21.0,36,0.3181818181818182,44,0.16028708133971292,0.53125,22.0,0.9375,0.10869565217391304,0.045150501672240814,RS,RS,UP
3845,5930917116,6,171162,Absent,38,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,21.0,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,56,0.93125,10.0,RS,3845,0,21.0,16.0,28,0.28,39,0.0678787878787879,0.4375,22.0,0.9375,0.3181818181818182,0.16028708133971292,IN,UP,RS
3846,5930917116,7,171162,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,16,Unicorn_Absent,-1,-1.0,4,Unicorn_Absent,72,0.9,11.0,UP,3846,0,16.0,21.0,32,0.3953488372093023,46,0.15725359911406422,0.46875,21.0,0.93125,0.28,0.0678787878787879,RS,RS,RIGHT
3847,5930917116,8,171162,Absent,26,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,21.0,11,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,93,0.93125,16.0,RS,3847,0,21.0,26.0,23,0.25,44,0.09782608695652173,0.515625,16.0,0.9,0.3953488372093023,0.15725359911406422,UP,RIGHT,RS
3851,5930917116,12,171162,Absent,32,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,22.0,10,Unicorn_Absent,-1,-1.0,6,Unicorn_Absent,192,0.9375,5.0,RIGHT,3851,0,22.0,26.0,32,0.30952380952380953,38,0.13879210220673635,0.4375,21.0,0.93125,0.25,0.09782608695652173,RS,RS,RS
3852,5930917116,13,171162,Absent,27,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,26.0,6,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,218,0.9625,10.0,RS,3852,0,26.0,-65.0,24,0.2727272727272727,35,0.20821114369501464,0.453125,22.0,0.9375,0.30952380952380953,0.13879210220673635,RIGHT,RS,RS
3854,5930917116,15,171162,Absent,28,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,18.0,14,Unicorn_Absent,-1,-1.0,9,Unicorn_Absent,171,0.9125,1.0,RS,3854,0,18.0,24.0,24,0.2,42,0.004878048780487809,0.4375,26.0,0.9625,0.2727272727272727,0.20821114369501464,RS,RS,UP
3855,5930917116,16,171162,Absent,39,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,0,0,24.0,8,Unicorn_Absent,-1,-1.0,9,Unicorn_Present,195,0.95,14.0,RS,3855,0,24.0,-78.0,27,0.275,35,0.04423076923076924,0.421875,18.0,0.9125,0.2,0.004878048780487809,RS,UP,OUT
3857,5930917116,18,171162,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,32,Unicorn_Absent,-1,-1.0,4,Unicorn_Present,117,0.8,14.0,UP,3857,0,0.0,32.0,32,0.2553191489361702,64,0.005319148936170193,0.5,24.0,0.95,0.275,0.04423076923076924,RS,OUT,DOWN
3859,5930917116,20,171162,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,18.0,14,Unicorn_Absent,-1,-1.0,8,Unicorn_Present,167,0.9125,0.0,OUT,3859,0,18.0,32.0,28,0.30434782608695654,46,0.19565217391304346,0.5,0.0,0.8,0.2553191489361702,0.005319148936170193,UP,DOWN,UP
3861,5930917116,22,171162,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19.0,13,Unicorn_Absent,-1,-1.0,3,Unicorn_Present,218,0.91875,0.0,DOWN,3861,0,19.0,-4.0,32,0.30434782608695654,47,0.05434782608695654,0.53125,18.0,0.9125,0.30434782608695654,0.19565217391304346,OUT,UP,RIGHT
