level_0,index,Exp,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,DLIndex_Mean,Fairness,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Strategy_LAG1
157,2563,WSLS,13837518,22,751842,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,234.0,1.0,32,1.0,64,0.0,1.0,0.6545758928571429,1.0,1.0,1.0,1.0,0.0,0.0,1.0,
158,2565,WSLS,13837518,23,751842,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,266.0,1.0,32,1.0,64,1.0,1.0,0.6545758928571429,1.0,1.0,1.0,1.0,0.0,0.0,1.0,
159,2567,WSLS,13837518,24,751842,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,298.0,1.0,32,1.0,64,1.0,1.0,0.6545758928571429,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
160,2571,WSLS,13837518,26,751842,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,330.0,1.0,32,1.0,64,0.0,1.0,0.6545758928571429,1.0,1.0,1.0,1.0,1.0,0.0,1.0,
161,2575,WSLS,13837518,28,751842,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,362.0,1.0,32,1.0,32,0.0,0.5,0.6545758928571429,0.5,1.0,1.0,1.0,0.0,0.0,1.0,
162,2579,WSLS,13837518,30,751842,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,394.0,1.0,32,1.0,32,0.8297872340425532,0.5,0.6545758928571429,0.5,1.0,1.0,1.0,0.0,0.0,1.0,
163,2583,WSLS,13837518,32,751842,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,426.0,1.0,32,1.0,32,0.8297872340425532,0.5,0.6545758928571429,0.5,1.0,1.0,1.0,0.8297872340425532,0.0,1.0,
164,2585,WSLS,13837518,33,751842,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,458.0,1.0,32,1.0,32,0.8974358974358975,0.5,0.6545758928571429,0.5,1.0,1.0,1.0,0.8297872340425532,0.0,1.0,
165,2591,WSLS,13837518,36,751842,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,490.0,1.0,32,1.0,32,0.8974358974358975,0.5,0.6545758928571429,0.5,1.0,1.0,1.0,0.8974358974358975,0.0,1.0,
166,2605,WSLS,13837518,43,751842,Absent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,522.0,1.0,0,0.0,0,0.6666666666666667,0.0,0.6545758928571429,1.0,1.0,1.0,1.0,0.8974358974358975,0.0,1.0,
167,2611,WSLS,13837518,46,751842,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,-12.0,44,Unicorn_Absent,-1,-1.0,,510.0,0.725,64,0.0,64,0.6666666666666667,0.3125,0.6545758928571429,0.6875,1.0,1.0,0.0,0.6666666666666667,0.0,1.0,
168,2613,WSLS,13837518,47,751842,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,21.0,11,Unicorn_Absent,-1,-1.0,,531.0,0.93125,64,1.0,64,0.0,0.828125,0.6545758928571429,0.171875,1.0,0.725,0.0,0.6666666666666667,44.0,1.0,
169,2615,WSLS,13837518,48,751842,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,0.0,32,Unicorn_Absent,-1,-1.0,,531.0,0.8,64,1.0,64,0.0,0.5,0.6545758928571429,0.5,1.0,0.93125,1.0,0.0,11.0,1.0,
170,2617,WSLS,13837518,49,751842,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,0.0,32,Unicorn_Absent,-1,-1.0,,531.0,0.8,64,1.0,64,0.0,0.5,0.6545758928571429,0.5,1.0,0.8,1.0,0.0,32.0,1.0,
171,2623,WSLS,13837518,52,751842,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,0.0,32,Unicorn_Absent,-1,-1.0,,531.0,0.8,64,1.0,64,0.0,0.5,0.6545758928571429,0.5,1.0,0.8,1.0,0.0,32.0,1.0,
172,2627,WSLS,13837518,54,751842,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,0.0,32,Unicorn_Absent,-1,-1.0,,531.0,0.8,64,1.0,64,0.5,0.5,0.6545758928571429,0.5,1.0,0.8,1.0,0.0,32.0,1.0,
173,2633,WSLS,13837518,57,751842,Absent,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,32.0,0,Unicorn_Absent,-1,-1.0,,563.0,1.0,32,0.5,64,0.5,1.0,0.6545758928571429,1.0,1.0,0.8,1.0,0.5,32.0,1.0,
174,4684,WSLS,14303440,3,143030,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,4.0,28,Unicorn_Absent,-1,-1.0,,4.0,0.825,64,1.0,64,0.0,0.5625,0.5631510416666666,0.4375,1.0,,,,,,
175,4688,WSLS,14303440,5,143030,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,-4.0,36,Unicorn_Absent,-1,-1.0,,0.0,0.775,64,1.0,64,0.0,0.4375,0.5631510416666666,0.5625,1.0,0.825,1.0,0.0,28.0,1.0,
176,4690,WSLS,14303440,6,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,16.0,16,Unicorn_Absent,-1,-1.0,,16.0,0.9,28,0.4375,49,1.0,0.515625,0.5631510416666666,0.859375,1.0,0.775,1.0,0.0,36.0,1.0,
177,4692,WSLS,14303440,7,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,48.0,1.0,28,1.0,64,1.0,1.0,0.5631510416666666,0.875,1.0,0.9,0.4375,1.0,16.0,1.0,
178,4694,WSLS,14303440,8,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,80.0,1.0,28,1.0,64,0.033653846153846145,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,1.0,0.0,1.0,
179,4696,WSLS,14303440,9,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,112.0,1.0,28,1.0,64,0.033653846153846145,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.033653846153846145,0.0,1.0,
180,4704,WSLS,14303440,13,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,144.0,1.0,28,1.0,64,0.5961538461538461,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.033653846153846145,0.0,1.0,
181,4708,WSLS,14303440,15,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,176.0,1.0,28,1.0,64,0.5961538461538461,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.5961538461538461,0.0,1.0,
182,4714,WSLS,14303440,18,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,208.0,1.0,28,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.5961538461538461,0.0,1.0,
183,4720,WSLS,14303440,21,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,240.0,1.0,28,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
184,4730,WSLS,14303440,26,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,272.0,1.0,28,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
185,4734,WSLS,14303440,28,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,304.0,1.0,28,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
186,4736,WSLS,14303440,29,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,336.0,1.0,28,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
187,4738,WSLS,14303440,30,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,368.0,1.0,28,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
188,4740,WSLS,14303440,31,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,32.0,0,Unicorn_Absent,-1,-1.0,,400.0,1.0,28,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
189,4752,WSLS,14303440,37,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,4.0,28,Unicorn_Absent,-1,-1.0,,404.0,0.825,28,1.0,28,0.0,0.0,0.5631510416666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,
190,4760,WSLS,14303440,41,143030,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,4.0,28,Unicorn_Absent,-1,-1.0,,408.0,0.825,28,1.0,28,0.0,0.0,0.5631510416666666,1.0,1.0,0.825,1.0,0.0,28.0,1.0,
191,4766,WSLS,14303440,44,143030,Absent,27,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,10,0,0,0,0,20,26,0,2,19,21,0,0,0,0,0,18,4,0,9,0,8,0,0,25,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,23,7,0,12,0,17,0,0,16,0,0,0,0,0,5,15,13,0,6,0,0,9.0,23,Unicorn_Absent,-1,-1.0,,417.0,0.85625,23,0.275,23,0.0,0.0,0.5631510416666666,1.0,0.008264124158046258,0.825,1.0,0.0,28.0,1.0,
192,4770,WSLS,14303440,46,143030,Absent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1.0,,448.0,0.99375,1,0.0,1,0.0,0.0,0.5631510416666666,1.0,0.36787944117144233,0.85625,0.275,0.0,23.0,0.008264124158046258,
