level_0,index,Exp,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,b11,b12,b13,b14,b15,b16,b17,b18,b21,b22,b23,b24,b25,b26,b27,b28,b31,b32,b33,b34,b35,b36,b37,b38,b41,b42,b43,b44,b45,b46,b47,b48,b51,b52,b53,b54,b55,b56,b57,b58,b61,b62,b63,b64,b65,b66,b67,b68,b71,b72,b73,b74,b75,b76,b77,b78,b81,b82,b83,b84,b85,b86,b87,b88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,DLIndex_Mean,Fairness,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Strategy_LAG1
193,4772,WSLS,14303440,47,143030,Absent,17,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,11,0,0,0,12,0,13,0,0,14,0,0,0,0,8,0,0,0,10,6,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,2,7,0,16,4,0,0,0,0,0,3,0,0,0,0,15.0,17,Unicorn_Absent,-1,-1.0,,463.0,0.89375,17,0.058823529411764705,17,0.0,0.0,0.5631510416666666,1.0,0.016194143319162562,0.99375,0.0,0.0,1.0,0.36787944117144233,
194,4780,WSLS,14303440,51,143030,Absent,53,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,6,0,33,27,42,0,0,0,35,3,0,0,0,0,11,9,0,10,0,8,16,0,1,19,0,45,36,25,0,51,18,17,52,20,0,4,15,7,0,24,30,0,13,0,21,22,37,0,43,0,0,0,0,5,0,28,2,0,32,0,0,44,26,0,-5.0,37,Unicorn_Absent,-1,-1.0,,458.0,0.76875,37,0.14893617021276595,37,0.0,0.0,0.5631510416666666,1.0,0.005537830714382473,0.89375,0.058823529411764705,0.0,17.0,0.016194143319162562,
195,4790,WSLS,14303440,56,143030,Absent,26,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,23,16,17,0,19,0,1,0,15,0,4,0,0,0,0,9,0,0,0,8,3,0,26,0,0,25,0,0,22,2,0,0,0,0,18,0,11,0,0,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,11.0,21,Unicorn_Absent,-1,-1.0,,469.0,0.86875,21,0.3181818181818182,21,0.0,0.0,0.5631510416666666,1.0,0.010228516799093708,0.76875,0.14893617021276595,0.0,37.0,0.005537830714382473,
196,4792,WSLS,14303440,57,143030,Absent,39,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,27,1,0,0,7,0,12,34,0,29,0,0,19,11,6,0,0,33,0,30,26,0,2,0,0,0,8,16,5,4,23,13,0,38,0,0,36,18,0,14,9,10,0,17,0,0,25,0,0,0,28,0,0,20,0,0,0,32,0,0,3,0,0,0,1.0,31,Unicorn_Absent,-1,-1.0,,470.0,0.80625,31,0.3684210526315789,31,0.0,0.0,0.5631510416666666,1.0,0.006737946999085467,0.86875,0.3181818181818182,0.0,21.0,0.010228516799093708,
197,4794,WSLS,14303440,58,143030,Absent,23,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,15,0,0,0,5,1,13,17,11,0,21,0,0,10,0,6,3,0,0,0,0,0,0,0,0,0,0,12,4,0,0,9,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,20,0,0,0,0,0,23,2,12.0,20,Unicorn_Absent,-1,-1.0,,482.0,0.875,20,0.21428571428571427,20,0.0,0.0,0.5631510416666666,1.0,0.01142289099346694,0.80625,0.3684210526315789,0.0,31.0,0.006737946999085467,
198,4685,WSLS,14303440,3,344069,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,4.0,28,Unicorn_Absent,-1,-1.0,,4.0,0.825,28,1.0,64,0.0,0.5625,0.5631510416666666,0.4375,1.0,,,,,,
199,4689,WSLS,14303440,5,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,-4.0,36,Unicorn_Absent,-1,-1.0,,0.0,0.775,36,0.0,64,0.0,0.4375,0.5631510416666666,0.5625,1.0,0.825,1.0,0.0,28.0,1.0,
200,4691,WSLS,14303440,6,344069,Absent,48,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,44,1,14,0,16,0,15,4,0,0,27,24,26,39,0,0,0,0,3,6,0,0,9,0,0,5,37,28,2,0,33,41,0,38,29,0,0,23,0,0,0,20,12,13,0,42,21,0,0,48,18,22,0,10,17,46,34,7,0,19,0,0,11,16.0,16,Unicorn_Absent,-1,-1.0,,16.0,0.9,37,0.40384615384615385,49,0.0,0.515625,0.5631510416666666,0.859375,0.005537830714382473,0.775,0.0,0.0,36.0,1.0,
201,4693,WSLS,14303440,7,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,48.0,1.0,36,0.40384615384615385,64,0.0,1.0,0.5631510416666666,0.875,1.0,0.9,0.40384615384615385,0.0,16.0,0.005537830714382473,
202,4695,WSLS,14303440,8,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,80.0,1.0,36,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,0.40384615384615385,0.0,0.0,1.0,
203,4697,WSLS,14303440,9,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,112.0,1.0,36,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
204,4705,WSLS,14303440,13,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,144.0,1.0,36,1.0,64,1.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
205,4709,WSLS,14303440,15,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,176.0,1.0,36,1.0,64,1.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,1.0,0.0,1.0,
206,4715,WSLS,14303440,18,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,208.0,1.0,36,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,1.0,0.0,1.0,
207,4721,WSLS,14303440,21,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,240.0,1.0,36,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
208,4731,WSLS,14303440,26,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,272.0,1.0,36,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
209,4735,WSLS,14303440,28,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,304.0,1.0,36,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
210,4737,WSLS,14303440,29,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,336.0,1.0,36,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
211,4739,WSLS,14303440,30,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,368.0,1.0,36,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
212,4741,WSLS,14303440,31,344069,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,6,0,0,7,8,9,10,11,12,0,0,13,14,15,16,17,18,0,0,19,20,21,22,23,24,0,0,25,26,27,28,29,30,0,0,31,32,33,34,35,36,0,0,0,0,0,0,0,0,0,32.0,0,Unicorn_Absent,-1,-1.0,,400.0,1.0,36,1.0,64,0.0,1.0,0.5631510416666666,0.875,1.0,1.0,1.0,0.0,0.0,1.0,
213,4753,WSLS,14303440,37,344069,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,4.0,28,Unicorn_Absent,-1,-1.0,,404.0,0.825,28,0.0,28,0.0,0.0,0.5631510416666666,1.0,1.0,1.0,1.0,0.0,0.0,1.0,
214,4761,WSLS,14303440,41,344069,Absent,28,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,0,0,0,0,0,0,10,11,0,0,0,0,0,0,12,13,0,0,0,0,0,0,14,15,0,0,0,0,0,0,16,17,0,0,0,0,0,0,18,19,0,0,0,0,0,0,20,21,22,23,24,25,26,27,28,4.0,28,Unicorn_Absent,-1,-1.0,,408.0,0.825,28,1.0,28,0.0,0.0,0.5631510416666666,1.0,1.0,0.825,0.0,0.0,28.0,1.0,
215,4767,WSLS,14303440,44,344069,Absent,27,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,0,10,0,0,0,0,20,26,0,2,19,21,0,0,0,0,0,18,4,0,9,0,8,0,0,25,0,0,14,0,3,0,0,0,0,0,0,0,0,0,0,0,23,7,0,12,0,17,0,0,16,0,0,0,0,0,5,15,13,0,6,0,0,9.0,23,Unicorn_Absent,-1,-1.0,,417.0,0.85625,23,0.275,23,0.0,0.0,0.5631510416666666,1.0,0.008264124158046258,0.825,1.0,0.0,28.0,1.0,
216,4771,WSLS,14303440,46,344069,Absent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,1,Unicorn_Absent,-1,-1.0,,448.0,0.99375,1,0.0,1,0.0,0.0,0.5631510416666666,1.0,0.36787944117144233,0.85625,0.275,0.0,23.0,0.008264124158046258,
217,4773,WSLS,14303440,47,344069,Absent,17,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,15,0,0,11,0,0,0,12,0,13,0,0,14,0,0,0,0,8,0,0,0,10,6,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,5,0,0,0,2,7,0,16,4,0,0,0,0,0,3,0,0,0,0,15.0,17,Unicorn_Absent,-1,-1.0,,463.0,0.89375,17,0.058823529411764705,17,0.0,0.0,0.5631510416666666,1.0,0.016194143319162562,0.99375,0.0,0.0,1.0,0.36787944117144233,
218,4781,WSLS,14303440,51,344069,Absent,53,1,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,6,0,33,27,42,0,0,0,35,3,0,0,0,0,11,9,0,10,0,8,16,0,1,19,0,45,36,25,0,51,18,17,52,20,0,4,15,7,0,24,30,0,13,0,21,22,37,0,43,0,0,0,0,5,0,28,2,0,32,0,0,44,26,0,-5.0,37,Unicorn_Absent,-1,-1.0,,458.0,0.76875,37,0.14893617021276595,37,0.0,0.0,0.5631510416666666,1.0,0.005537830714382473,0.89375,0.058823529411764705,0.0,17.0,0.016194143319162562,
219,4791,WSLS,14303440,56,344069,Absent,26,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,23,16,17,0,19,0,1,0,15,0,4,0,0,0,0,9,0,0,0,8,3,0,26,0,0,25,0,0,22,2,0,0,0,0,18,0,11,0,0,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,11.0,21,Unicorn_Absent,-1,-1.0,,469.0,0.86875,21,0.3181818181818182,21,0.0,0.0,0.5631510416666666,1.0,0.010228516799093708,0.76875,0.14893617021276595,0.0,37.0,0.005537830714382473,
220,4793,WSLS,14303440,57,344069,Absent,39,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,27,1,0,0,7,0,12,34,0,29,0,0,19,11,6,0,0,33,0,30,26,0,2,0,0,0,8,16,5,4,23,13,0,38,0,0,36,18,0,14,9,10,0,17,0,0,25,0,0,0,28,0,0,20,0,0,0,32,0,0,3,0,0,0,1.0,31,Unicorn_Absent,-1,-1.0,,470.0,0.80625,31,0.3684210526315789,31,0.0,0.0,0.5631510416666666,1.0,0.006737946999085467,0.86875,0.3181818181818182,0.0,21.0,0.010228516799093708,
221,4795,WSLS,14303440,58,344069,Absent,23,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,15,0,0,0,5,1,13,17,11,0,21,0,0,10,0,6,3,0,0,0,0,0,0,0,0,0,0,12,4,0,0,9,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,14,0,0,18,0,0,0,20,0,0,0,0,0,23,2,12.0,20,Unicorn_Absent,-1,-1.0,,482.0,0.875,20,0.21428571428571427,20,0.0,0.0,0.5631510416666666,1.0,0.01142289099346694,0.80625,0.3684210526315789,0.0,31.0,0.006737946999085467,
222,6125,WSLS,16255502,3,55021,Absent,21,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,21,4,10,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,14,0,0,0,0,0,0,0,5,18,0,6,0,0,15,3,19,17,7,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,1,0,32.0,0,Unicorn_Absent,-1,-1.0,,32.0,1.0,18,1.0,18,0.0,0.28125,0.8521205357142857,0.71875,0.01436959609043909,,,,,,
223,6131,WSLS,16255502,6,55021,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,64.0,1.0,64,0.28125,64,0.0,1.0,0.8521205357142857,0.0,1.0,1.0,1.0,0.0,0.0,0.01436959609043909,
224,6135,WSLS,16255502,8,55021,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,96.0,1.0,64,1.0,64,0.71875,1.0,0.8521205357142857,0.0,1.0,1.0,0.28125,0.0,0.0,1.0,
225,6143,WSLS,16255502,12,55021,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,128.0,1.0,64,1.0,64,0.71875,1.0,0.8521205357142857,0.0,1.0,1.0,1.0,0.71875,0.0,1.0,
226,6151,WSLS,16255502,16,55021,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,160.0,1.0,64,1.0,64,0.0,1.0,0.8521205357142857,0.0,1.0,1.0,1.0,0.71875,0.0,1.0,
227,6155,WSLS,16255502,18,55021,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,32.0,0,Unicorn_Absent,-1,-1.0,,192.0,1.0,64,1.0,64,0.0,1.0,0.8521205357142857,0.0,1.0,1.0,1.0,0.0,0.0,1.0,
