index,Dyad,Round,Player,Answer,Time,a11,a12,a13,a14,a15,a16,a17,a18,a21,a22,a23,a24,a25,a26,a27,a28,a31,a32,a33,a34,a35,a36,a37,a38,a41,a42,a43,a44,a45,a46,a47,a48,a51,a52,a53,a54,a55,a56,a57,a58,a61,a62,a63,a64,a65,a66,a67,a68,a71,a72,a73,a74,a75,a76,a77,a78,a81,a82,a83,a84,a85,a86,a87,a88,Score,Joint,Is_there,where_x,where_y,Strategy,Ac_Score,Norm_Score,Size_visited,Consistency,Total_visited_dyad,Dif_consist,DLIndex,Distancias,Norm_Score_LAG1,Consistency_LAG1,Dif_consist_LAG1,Joint_LAG1,Distancias_LAG1,Focal,Alpha
2074,11415706,18,114118,Absent,62,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,12,20,Unicorn_Absent,-1,-1,0,275,0.875,44.0,1.0,55.0,0.15909090909090906,0.546875,RS,0.875,1.0,0.0,20,RS,0.025,0
2076,11415706,19,114118,Absent,62,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,12,20,Unicorn_Absent,-1,-1,0,287,0.875,44.0,1.0,55.0,0.15909090909090906,0.546875,RS,0.875,1.0,0.15909090909090906,20,RS,0.025,0
2078,11415706,20,114118,Absent,62,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,9,23,Unicorn_Absent,-1,-1,0,296,0.85625,44.0,1.0,53.0,0.0,0.46875,RS,0.875,1.0,0.15909090909090906,20,RS,0.025,0
2080,11415706,21,114118,Absent,62,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,4,28,Unicorn_Absent,-1,-1,0,300,0.825,44.0,1.0,56.0,0.0,0.4375,RS,0.85625,1.0,0.0,23,RS,0.025,0
2082,11415706,22,114118,Absent,62,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1,0,1,0,4,28,Unicorn_Absent,-1,-1,0,304,0.825,44.0,1.0,56.0,0.0,0.4375,RS,0.825,1.0,0.0,28,RS,0.025,0
2096,11415706,29,114118,Absent,46,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,22,10,Unicorn_Absent,-1,-1,0,391,0.9375,34.0,0.39285714285714285,43.0,0.0,0.515625,RS,0.825,1.0,0.0,28,RS,0.025,0
2098,11415706,30,114118,Absent,46,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,15,17,Unicorn_Absent,-1,-1,0,406,0.89375,34.0,1.0,53.0,0.008510638297872353,0.5625,RS,0.9375,0.39285714285714285,0.0,10,RS,0.025,0
2104,11415706,33,114118,Absent,46,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,1,30,2,Unicorn_Absent,-1,-1,0,398,0.9875,34.0,1.0,34.0,0.008510638297872353,0.5,RS,0.89375,1.0,0.008510638297872353,17,RS,0.025,0
2114,11415706,38,114118,Absent,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,26,6,Unicorn_Absent,-1,-1,0,337,0.9625,9.0,0.10256410256410256,41.0,0.0,0.546875,RS,0.9875,1.0,0.008510638297872353,2,RS,0.025,0
2116,11415706,39,114118,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-6,38,Unicorn_Absent,-1,-1,1,331,0.7625,64.0,0.140625,64.0,0.0,0.40625,ALL,0.9625,0.10256410256410256,0.0,6,RS,0.025,0
2120,11415706,41,114118,Absent,50,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,27,5,Unicorn_Absent,-1,-1,0,390,0.96875,36.0,0.5625,44.0,0.0,0.609375,RS,0.7625,0.140625,0.0,38,ALL,0.025,0
2122,11415706,42,114118,Absent,50,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,-4,36,Unicorn_Absent,-1,-1,0,386,0.775,36.0,1.0,64.0,0.0,0.4375,RS,0.96875,0.5625,0.0,5,RS,0.025,0
2126,11415706,44,114118,Absent,50,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,19,13,Unicorn_Absent,-1,-1,0,433,0.91875,36.0,1.0,47.0,0.0,0.53125,RS,0.775,1.0,0.0,36,RS,0.025,0
2130,11415706,46,114118,Absent,12,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,5,Unicorn_Absent,-1,-1,0,491,0.96875,9.0,0.21621621621621623,34.0,0.0,0.453125,RS,0.91875,1.0,0.0,13,RS,0.025,0
2136,11415706,49,114118,Absent,40,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,16,16,Unicorn_Absent,-1,-1,0,560,0.9,28.0,0.05714285714285714,45.0,0.6,0.453125,RS,0.96875,0.21621621621621623,0.0,5,RS,0.025,0
2138,11415706,50,114118,Absent,40,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,16,16,Unicorn_Absent,-1,-1,0,576,0.9,28.0,1.0,45.0,0.6,0.453125,RS,0.9,0.05714285714285714,0.6,16,RS,0.025,0
2142,11415706,52,114118,Absent,40,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,16,16,Unicorn_Absent,-1,-1,0,614,0.9,28.0,1.0,45.0,0.6666666666666667,0.453125,RS,0.9,1.0,0.6,16,RS,0.025,0
2144,11415706,53,114118,Absent,40,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1,16,16,Unicorn_Absent,-1,-1,0,630,0.9,28.0,1.0,45.0,0.6666666666666667,0.453125,RS,0.9,1.0,0.6666666666666667,16,RS,0.025,0
2158,11415706,60,114118,Absent,36,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,15,17,Unicorn_Absent,-1,-1,0,492,0.89375,28.0,0.21739130434782608,45.0,0.0,0.4375,RS,0.9,1.0,0.6666666666666667,16,RS,0.025,0
2041,11415706,1,570691,Absent,48,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,15,17,Unicorn_Absent,-1,-1,9,15,0.89375,36.0,1.0,46.0,0.0,0.453125,,,,,,,0.025,0
2043,11415706,2,570691,Absent,48,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,15,17,Unicorn_Absent,-1,-1,9,30,0.89375,36.0,1.0,46.0,0.13753799392097266,0.453125,,0.89375,1.0,0.0,17,,0.025,0
2047,11415706,4,570691,Absent,48,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,15,17,Unicorn_Absent,-1,-1,9,-36,0.89375,36.0,1.0,46.0,0.13753799392097266,0.453125,,0.89375,1.0,0.13753799392097266,17,,0.025,0
2049,11415706,5,570691,Absent,48,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,15,17,Unicorn_Absent,-1,-1,9,-21,0.89375,36.0,1.0,46.0,0.7209302325581395,0.453125,,0.89375,1.0,0.13753799392097266,17,,0.025,0
2051,11415706,6,570691,Absent,48,0,1,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,15,17,Unicorn_Absent,-1,-1,9,-6,0.89375,36.0,1.0,46.0,0.7209302325581395,0.453125,,0.89375,1.0,0.7209302325581395,17,,0.025,0
2057,11415706,9,570691,Absent,29,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,26,6,Unicorn_Absent,-1,-1,9,80,0.9625,23.0,0.3409090909090909,29.0,0.9444444444444444,0.359375,,0.89375,1.0,0.7209302325581395,17,,0.025,0
2061,11415706,11,570691,Absent,29,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,26,6,Unicorn_Absent,-1,-1,9,132,0.9625,23.0,1.0,29.0,0.9444444444444444,0.359375,,0.9625,0.3409090909090909,0.9444444444444444,6,,0.025,0
2063,11415706,12,570691,Absent,29,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,26,6,Unicorn_Absent,-1,-1,9,158,0.9625,23.0,1.0,29.0,0.04993252361673414,0.359375,,0.9625,1.0,0.9444444444444444,6,,0.025,0
2071,11415706,16,570691,Absent,43,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,12,20,Unicorn_Absent,-1,-1,9,251,0.875,31.0,0.2,55.0,0.04993252361673414,0.546875,,0.9625,1.0,0.04993252361673414,6,,0.025,0
2073,11415706,17,570691,Absent,43,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,12,20,Unicorn_Absent,-1,-1,9,263,0.875,31.0,1.0,55.0,0.859375,0.546875,,0.875,0.2,0.04993252361673414,20,,0.025,0
2075,11415706,18,570691,Absent,43,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,12,20,Unicorn_Absent,-1,-1,9,275,0.875,31.0,1.0,55.0,0.859375,0.546875,,0.875,1.0,0.859375,20,,0.025,0
2077,11415706,19,570691,Absent,43,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,12,20,Unicorn_Absent,-1,-1,9,287,0.875,31.0,1.0,55.0,0.376453488372093,0.546875,,0.875,1.0,0.859375,20,,0.025,0
2079,11415706,20,570691,Absent,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,Unicorn_Absent,-1,-1,4,296,0.85625,32.0,0.4,53.0,0.376453488372093,0.46875,UP,0.875,1.0,0.376453488372093,20,,0.025,0
2081,11415706,21,570691,Absent,63,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,4,28,Unicorn_Absent,-1,-1,9,300,0.825,40.0,0.3333333333333333,56.0,0.796875,0.4375,,0.85625,0.4,0.376453488372093,23,UP,0.025,0
2083,11415706,22,570691,Absent,63,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,4,28,Unicorn_Absent,-1,-1,9,304,0.825,40.0,1.0,56.0,0.796875,0.4375,,0.825,0.3333333333333333,0.796875,28,,0.025,0
2097,11415706,29,570691,Absent,28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,22,10,Unicorn_Absent,-1,-1,9,391,0.9375,19.0,0.2553191489361702,43.0,0.625,0.515625,,0.825,1.0,0.796875,28,,0.025,0
2099,11415706,30,570691,Absent,36,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,15,17,Unicorn_Absent,-1,-1,7,406,0.89375,36.0,0.27906976744186046,53.0,0.625,0.5625,IN,0.9375,0.2553191489361702,0.625,10,,0.025,0
2105,11415706,33,570691,Absent,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,2,Unicorn_Absent,-1,-1,9,398,0.9875,2.0,0.05555555555555555,34.0,0.039597737272155875,0.5,,0.89375,0.27906976744186046,0.625,17,IN,0.025,0
2115,11415706,38,570691,Absent,53,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,26,6,Unicorn_Absent,-1,-1,9,337,0.9625,38.0,0.05263157894736842,41.0,0.039597737272155875,0.546875,,0.9875,0.05555555555555555,0.039597737272155875,2,,0.025,0
2117,11415706,39,570691,Absent,53,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,-6,38,Unicorn_Absent,-1,-1,9,331,0.7625,38.0,1.0,64.0,0.20285714285714287,0.40625,,0.9625,0.05263157894736842,0.039597737272155875,6,,0.025,0
2121,11415706,41,570691,Absent,16,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,27,5,Unicorn_Absent,-1,-1,9,390,0.96875,13.0,0.18604651162790697,44.0,0.20285714285714287,0.609375,,0.7625,1.0,0.20285714285714287,38,,0.025,0
2123,11415706,42,570691,Absent,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,36,Unicorn_Absent,-1,-1,1,386,0.775,64.0,0.203125,64.0,0.0,0.4375,ALL,0.96875,0.18604651162790697,0.20285714285714287,5,,0.025,0
2127,11415706,44,570691,Absent,30,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,19,13,Unicorn_Absent,-1,-1,9,433,0.91875,24.0,0.375,47.0,0.0,0.53125,,0.775,0.203125,0.0,36,ALL,0.025,0
2131,11415706,46,570691,Absent,39,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,27,5,Unicorn_Absent,-1,-1,9,491,0.96875,30.0,0.2558139534883721,34.0,0.0,0.453125,,0.91875,0.375,0.0,13,,0.025,0
2137,11415706,49,570691,Absent,47,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,16,16,Unicorn_Absent,-1,-1,9,560,0.9,33.0,0.26,45.0,0.0,0.453125,,0.96875,0.2558139534883721,0.0,5,,0.025,0
2139,11415706,50,570691,Absent,47,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,16,16,Unicorn_Absent,-1,-1,9,576,0.9,33.0,1.0,45.0,0.0,0.453125,,0.9,0.26,0.0,16,,0.025,0
2143,11415706,52,570691,Absent,47,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,16,16,Unicorn_Absent,-1,-1,9,614,0.9,33.0,1.0,45.0,0.0,0.453125,,0.9,1.0,0.0,16,,0.025,0
2145,11415706,53,570691,Absent,47,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,1,1,16,16,Unicorn_Absent,-1,-1,9,630,0.9,33.0,1.0,45.0,0.23913043478260868,0.453125,,0.9,1.0,0.0,16,,0.025,0
2159,11415706,60,570691,Absent,45,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,15,17,Unicorn_Absent,-1,-1,9,492,0.89375,34.0,0.45652173913043476,45.0,0.23913043478260868,0.4375,,0.9,1.0,0.23913043478260868,16,,0.025,0
